,locality,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,region,price_square
504,Brussels,2023.0,4.0,Brussels,1000,400000,1.0,APARTMENT,2.0,88.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,4545.454545454545
505,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3690.546875
506,Liège,2022.0,,Liège,4000,305000,1.0,LOFT,2.0,101.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,58.0,,0,0,50.641615,5.5899945,Wallonia,3019.80198019802
507,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,310000,1.0,APARTMENT,2.0,104.0,,0,0,16.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2980.769230769231
508,Bastogne,2024.0,4.0,Luxembourg,6600,299900,1.0,APARTMENT,2.0,95.0,,0,0,8.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3156.842105263158
509,Antwerp,2021.0,2.0,Antwerp,2000,640000,0.0,HOUSE,2.0,119.0,HYPER_EQUIPPED,0,0,75.0,1,0,0,0,0.0,0,5.0,,,,1,0,,,Flanders,5378.151260504202
510,Brussels,2023.0,4.0,Brussels,1000,410000,1.0,APARTMENT,1.0,68.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,6029.411764705882
511,Gent,2023.0,,East Flanders,9000,315000,1.0,APARTMENT,2.0,81.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,3888.8888888888887
512,Liège,2022.0,,Liège,4000,305000,1.0,LOFT,2.0,99.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,67.0,,0,0,50.641615,5.5899945,Wallonia,3080.808080808081
513,Namur,,,Namur,5000,239230,1.0,APARTMENT,1.0,73.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3277.123287671233
514,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,325000,1.0,GROUND_FLOOR,2.0,118.0,,0,0,27.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2754.237288135593
515,Brussels,2023.0,4.0,Brussels,1000,420000,1.0,APARTMENT,1.0,69.0,USA_HYPER_EQUIPPED,0,0,24.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,6086.95652173913
516,Gent,2024.0,,East Flanders,9000,325000,1.0,APARTMENT,2.0,61.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,5327.868852459016
517,Bastogne,2024.0,4.0,Luxembourg,6600,299900,1.0,APARTMENT,2.0,95.0,,0,0,8.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3156.842105263158
518,Liège,2022.0,,Liège,4000,305000,1.0,LOFT,2.0,102.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,67.0,,0,0,50.641615,5.5899945,Wallonia,2990.1960784313724
519,Namur,,,Namur,5000,240104,1.0,APARTMENT,1.0,66.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3637.939393939394
520,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,378000,1.0,GROUND_FLOOR,3.0,132.0,,0,0,43.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2863.6363636363635
521,Brussels,2023.0,4.0,Brussels,1000,460000,1.0,APARTMENT,2.0,89.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5168.539325842697
522,Gent,2024.0,,East Flanders,9000,345000,1.0,APARTMENT,2.0,88.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,3920.4545454545455
523,Liège,2022.0,,Liège,4000,310000,1.0,LOFT,2.0,98.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,63.0,,0,0,50.641615,5.5899945,Wallonia,3163.265306122449
524,Bastogne,2024.0,4.0,Luxembourg,6600,309900,1.0,APARTMENT,2.0,95.0,,0,0,16.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3262.1052631578946
525,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3824.746031746032
526,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,383000,1.0,APARTMENT,3.0,132.0,,0,0,25.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2901.5151515151515
527,Antwerp,,,Antwerp,2000,640000,1.0,APARTMENT,3.0,154.0,USA_HYPER_EQUIPPED,0,0,15.0,1,0,0,0,,0,5.0,,,,1,0,,,Flanders,4155.8441558441555
528,Brussels,2023.0,4.0,Brussels,1000,470000,1.0,APARTMENT,2.0,104.0,USA_HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,4519.2307692307695
529,Gent,2024.0,,East Flanders,9000,350000,1.0,APARTMENT,2.0,91.0,HYPER_EQUIPPED,0,0,14.0,1,0,0,0,,0,4.0,7.0,20.0,,1,0,51.0274241,3.696983,Flanders,3846.153846153846
530,Bastogne,2024.0,4.0,Luxembourg,6600,319900,1.0,APARTMENT,2.0,101.0,,0,0,9.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3167.3267326732675
531,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,388000,1.0,APARTMENT,3.0,132.0,,0,0,31.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2939.3939393939395
532,Liège,2022.0,,Liège,4000,315000,1.0,LOFT,2.0,95.0,,0,0,8.0,1,0,0,1,,0,5.0,6.0,92.0,,0,0,50.641615,5.5899945,Wallonia,3315.7894736842104
533,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,69.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3492.159420289855
534,Antwerp,,,Antwerp,2000,660000,1.0,APARTMENT,2.0,160.0,USA_HYPER_EQUIPPED,0,0,41.0,1,0,0,0,,0,5.0,,,,1,0,,,Flanders,4125.0
535,Brussels,2023.0,4.0,Brussels,1000,480000,1.0,APARTMENT,2.0,89.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5393.258426966292
536,Gent,2023.0,,East Flanders,9000,365000,1.0,APARTMENT,3.0,101.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,4.0,7.0,25.0,,1,0,51.0274241,3.696983,Flanders,3613.861386138614
537,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,389000,1.0,APARTMENT,3.0,132.0,,0,0,25.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2946.969696969697
538,Bastogne,2024.0,4.0,Luxembourg,6600,329900,1.0,APARTMENT,2.0,101.0,,0,0,16.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3266.3366336633662
539,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3824.746031746032
540,Antwerp,,,Antwerp,2000,665000,1.0,APARTMENT,3.0,163.0,USA_HYPER_EQUIPPED,0,0,11.0,1,0,0,0,,0,5.0,,,,1,0,,,Flanders,4079.754601226994
541,Brussels,2023.0,4.0,Brussels,1000,485000,1.0,APARTMENT,2.0,91.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5329.67032967033
542,Liège,2022.0,,Liège,4000,320000,1.0,LOFT,2.0,101.0,,0,0,10.0,1,0,0,1,,0,5.0,7.0,68.0,,0,0,50.641615,5.5899945,Wallonia,3168.3168316831684
543,Halle-Vilvoorde,,2.0,Flemish Brabant,1500,395000,1.0,APARTMENT,3.0,132.0,,0,0,31.0,1,0,0,1,,0,5.0,,,,0,0,,,Flanders,2992.4242424242425
544,Gent,2023.0,,East Flanders,9000,390000,1.0,APARTMENT,3.0,96.0,HYPER_EQUIPPED,0,0,26.0,1,0,0,0,,0,4.0,7.0,25.0,,1,0,51.0274241,3.696983,Flanders,4062.5
545,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3824.746031746032
546,Bastogne,2024.0,4.0,Luxembourg,6600,499900,1.0,APARTMENT,3.0,148.0,,0,0,43.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3377.7027027027025
547,Antwerp,,,Antwerp,2000,675000,1.0,APARTMENT,3.0,163.0,USA_HYPER_EQUIPPED,0,0,11.0,1,0,0,0,,0,5.0,,,,1,0,,,Flanders,4141.104294478528
548,Brussels,2023.0,4.0,Brussels,1000,495000,1.0,APARTMENT,2.0,91.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5439.56043956044
549,Gent,2024.0,,East Flanders,9000,400000,1.0,APARTMENT,3.0,111.0,HYPER_EQUIPPED,0,0,27.0,1,0,0,0,,0,4.0,7.0,25.0,,1,0,51.0274241,3.696983,Flanders,3603.6036036036035
550,Liège,2022.0,,Liège,4000,325000,1.0,LOFT,2.0,98.0,,0,0,6.0,1,0,0,1,,0,5.0,7.0,70.0,,0,0,50.641615,5.5899945,Wallonia,3316.326530612245
551,Halle-Vilvoorde,1964.0,3.0,Flemish Brabant,1500,390000,0.0,HOUSE,3.0,160.0,INSTALLED,0,0,20.0,1,500,1,0,590.0,0,6.0,4.0,327.0,GAS,0,1053,50.7594923,4.201041,Flanders,2437.5
552,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3824.746031746032
553,Antwerp,2004.0,,Antwerp,2000,745000,1.0,APARTMENT,2.0,180.0,HYPER_EQUIPPED,0,0,35.0,1,0,0,0,,0,4.0,7.0,84.0,GAS,1,1925,51.2185255,4.4056055,Flanders,4138.888888888889
554,Brussels,2023.0,4.0,Brussels,1000,550000,1.0,APARTMENT,2.0,108.0,USA_HYPER_EQUIPPED,0,0,21.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5092.592592592592
555,Bastogne,,,Luxembourg,6600,195000,1.0,APARTMENT,2.0,,SEMI_EQUIPPED,0,0,0.0,0,0,0,1,,0,4.0,6.0,99.0,GAS,1,807,50.0032566,5.7184131,Wallonia,
556,Halle-Vilvoorde,1975.0,,Flemish Brabant,1500,265000,1.0,APARTMENT,2.0,89.0,NOT_INSTALLED,0,0,0.0,0,0,0,0,,0,4.0,5.0,245.0,GAS,1,1068,50.7362334,4.2461041,Flanders,2977.5280898876404
557,Antwerp,1905.0,3.0,Antwerp,2000,699000,0.0,HOUSE,3.0,200.0,INSTALLED,0,0,0.0,0,0,0,0,1891.0,0,5.0,6.0,111.0,GAS,1,1854,51.2225363,4.4038457,Flanders,3495.0
558,Liège,2022.0,,Liège,4000,360000,1.0,LOFT,3.0,128.0,,0,0,12.0,1,0,0,1,,0,5.0,7.0,57.0,,0,0,50.641615,5.5899945,Wallonia,2812.5
559,Namur,,,Namur,5000,241179,1.0,APARTMENT,1.0,65.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3710.4461538461537
560,Brussels,2023.0,4.0,Brussels,1000,565000,1.0,APARTMENT,2.0,104.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5432.692307692308
561,Bastogne,2019.0,2.0,Luxembourg,6600,250000,1.0,APARTMENT,2.0,85.0,INSTALLED,0,0,0.0,0,0,0,0,,0,,6.0,94.0,GAS,1,1019,50.001103,5.7096182,Wallonia,2941.176470588235
562,Halle-Vilvoorde,1960.0,2.0,Flemish Brabant,1500,299000,1.0,DUPLEX,3.0,121.0,HYPER_EQUIPPED,0,0,,1,0,0,1,,0,4.0,4.0,388.0,GAS,1,0,50.7322756,4.2448796,Flanders,2471.0743801652893
563,Namur,,,Namur,5000,243138,1.0,APARTMENT,1.0,61.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3985.8688524590166
564,Antwerp,2018.0,,Antwerp,2000,425000,1.0,APARTMENT,2.0,106.0,INSTALLED,0,0,28.0,1,0,0,0,,0,4.0,7.0,93.0,,1,0,51.2116406,4.4017922,Flanders,4009.433962264151
565,Liège,2022.0,,Liège,4000,365000,1.0,LOFT,3.0,128.0,,0,0,12.0,1,0,0,1,,0,5.0,7.0,57.0,,0,0,50.641615,5.5899945,Wallonia,2851.5625
566,Brussels,2023.0,4.0,Brussels,1000,585000,1.0,APARTMENT,2.0,104.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5625.0
567,Gent,2023.0,,East Flanders,9000,370000,1.0,APARTMENT,2.0,93.0,INSTALLED,0,0,10.0,1,0,0,0,,0,,,,,1,0,50.9969529,3.7070249,Flanders,3978.494623655914
568,Halle-Vilvoorde,1936.0,3.0,Flemish Brabant,1500,299000,0.0,HOUSE,2.0,98.0,SEMI_EQUIPPED,0,0,,1,0,0,0,500.0,0,3.0,2.0,650.0,GAS,1,512,50.7215359,4.2022265,Flanders,3051.0204081632655
569,Namur,,,Namur,5000,243930,1.0,APARTMENT,1.0,73.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3341.5068493150684
570,Liège,2022.0,,Liège,4000,370000,1.0,LOFT,3.0,128.0,,0,0,13.0,1,0,0,1,,0,5.0,7.0,57.0,,0,0,50.641615,5.5899945,Wallonia,2890.625
571,Antwerp,1875.0,2.0,Antwerp,2000,262000,0.0,HOUSE,4.0,105.0,INSTALLED,0,0,0.0,0,0,0,0,37.0,0,4.0,2.0,530.0,GAS,1,446,51.2216807,4.411239,Flanders,2495.2380952380954
572,Brussels,2023.0,4.0,Brussels,1000,595000,1.0,APARTMENT,2.0,117.0,USA_HYPER_EQUIPPED,0,0,20.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5085.470085470086
573,Gent,2023.0,,East Flanders,9000,685000,1.0,APARTMENT,3.0,138.0,INSTALLED,0,0,147.0,1,0,0,0,,0,,,,,1,0,50.9969529,3.7070249,Flanders,4963.768115942029
574,Halle-Vilvoorde,1945.0,2.0,Flemish Brabant,1500,269000,0.0,HOUSE,3.0,135.0,SEMI_EQUIPPED,0,0,,1,0,0,0,153.0,0,3.0,4.0,383.0,GAS,1,596,50.7262178,4.2410179,Flanders,1992.5925925925926
575,Liège,2022.0,,Liège,4000,380000,1.0,LOFT,3.0,128.0,,0,0,13.0,1,0,0,1,,0,5.0,7.0,63.0,,0,0,50.641615,5.5899945,Wallonia,2968.75
576,Namur,,,Namur,5000,245659,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3899.3492063492063
577,Antwerp,1904.0,2.0,Antwerp,2000,999000,0.0,MANSION,7.0,630.0,INSTALLED,0,0,8.0,1,70,1,0,237.0,0,4.0,4.0,345.0,GAS,1,2456,51.2235923,4.4150651,Flanders,1585.7142857142858
578,Gent,2006.0,2.0,East Flanders,9000,410000,1.0,DUPLEX,2.0,150.0,SEMI_EQUIPPED,0,0,0.0,0,0,0,0,,0,4.0,6.0,143.0,GAS,1,1269,51.0559757,3.7302065,Flanders,2733.3333333333335
579,Halle-Vilvoorde,1920.0,2.0,Flemish Brabant,1500,349000,0.0,HOUSE,3.0,170.0,INSTALLED,0,0,,1,0,0,0,551.0,0,3.0,5.0,225.0,GAS,1,520,50.7163909,4.2209867,Flanders,2052.9411764705883
580,Brussels,2023.0,4.0,Brussels,1000,600000,1.0,APARTMENT,3.0,117.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,5128.205128205128
581,Namur,,,Namur,5000,245679,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3899.6666666666665
582,Liège,2022.0,,Liège,4000,385000,1.0,LOFT,2.0,103.0,,0,0,92.0,1,0,0,1,,0,5.0,6.0,105.0,,0,0,50.641615,5.5899945,Wallonia,3737.864077669903
583,Antwerp,2019.0,4.0,Antwerp,2000,360000,1.0,APARTMENT,1.0,70.0,INSTALLED,0,0,,1,0,0,1,,0,,7.0,59.0,,1,1047,51.2184821,4.4162104,Flanders,5142.857142857143
584,Halle-Vilvoorde,2011.0,4.0,Flemish Brabant,1500,560000,0.0,HOUSE,4.0,172.0,HYPER_EQUIPPED,0,0,40.0,1,150,1,0,407.0,1,5.0,7.0,60.0,GAS,0,1407,50.7200418,4.2233512,Flanders,3255.813953488372
585,Namur,,,Namur,5000,245879,1.0,APARTMENT,1.0,65.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3782.753846153846
586,Brussels,2023.0,4.0,Brussels,1000,630000,1.0,APARTMENT,3.0,129.0,USA_HYPER_EQUIPPED,0,0,19.0,1,0,0,1,,0,5.0,7.0,45.0,GAS,1,0,50.8558275,4.3486442,Brussels-Capital,4883.720930232558
587,Gent,1850.0,2.0,East Flanders,9000,585000,1.0,DUPLEX,2.0,108.0,HYPER_EQUIPPED,0,0,12.0,1,0,0,0,,0,5.0,6.0,143.0,GAS,1,1063,51.047556,3.7217145,Flanders,5416.666666666667
588,Antwerp,1988.0,2.0,Antwerp,2000,349000,1.0,APARTMENT,2.0,90.0,INSTALLED,0,0,3.0,1,0,0,0,,0,4.0,5.0,261.0,GAS,1,0,51.20767,4.3976689,Flanders,3877.777777777778
589,Halle-Vilvoorde,2014.0,,Flemish Brabant,1500,335000,1.0,APARTMENT,2.0,72.0,INSTALLED,0,0,,1,0,0,0,,0,5.0,7.0,99.68,GAS,0,0,50.7404412,4.2428922,Flanders,4652.777777777777
590,Namur,,,Namur,5000,250930,1.0,APARTMENT,1.0,73.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3437.3972602739727
591,Antwerp,2008.0,2.0,Antwerp,2000,580000,1.0,APARTMENT,2.0,145.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,5.0,6.0,135.0,GAS,1,0,51.2227844,4.4008885,Flanders,4000.0
592,Halle-Vilvoorde,1979.0,4.0,Flemish Brabant,1500,399000,0.0,VILLA,3.0,136.0,,0,0,,1,0,0,0,893.0,0,4.0,2.0,539.0,GAS,1,1043,50.7209778,4.2210659,Flanders,2933.823529411765
593,Namur,,,Namur,5000,264836,1.0,APARTMENT,1.0,66.0,,0,0,7.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,4012.6666666666665
594,Halle-Vilvoorde,1979.0,4.0,Flemish Brabant,1500,399000,0.0,BUNGALOW,3.0,136.0,,0,0,,1,0,0,0,893.0,0,4.0,2.0,539.0,GAS,1,1043,50.7209778,4.2210659,Flanders,2933.823529411765
595,Antwerp,1895.0,,Antwerp,2000,895000,1.0,APARTMENT,2.0,203.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,4.0,6.0,107.0,GAS,1,0,51.2263173,4.4090583,Flanders,4408.866995073891
596,Liège,,,Liège,4000,260000,1.0,APARTMENT,2.0,85.0,,0,0,15.0,1,61,1,1,,0,5.0,,,,0,0,,,Wallonia,3058.823529411765
597,Brussels,2026.0,2.0,Brussels,1000,260000,1.0,FLAT_STUDIO,0.0,40.0,,0,0,3.0,1,0,0,1,,0,4.0,,,GAS,0,0,50.8435304,4.3458291,Brussels-Capital,6500.0
598,Gent,2025.0,4.0,East Flanders,9000,295000,1.0,APARTMENT,1.0,68.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,4338.235294117647
599,Namur,,,Namur,5000,289045,1.0,APARTMENT,1.0,75.0,,0,0,17.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3853.9333333333334
600,Halle-Vilvoorde,2016.0,2.0,Flemish Brabant,1500,345000,1.0,APARTMENT,2.0,80.0,INSTALLED,0,0,14.0,1,0,0,0,,0,4.0,6.0,102.0,GAS,1,1206,50.7313261,4.2325392,Flanders,4312.5
601,Liège,,,Liège,4000,260000,1.0,APARTMENT,2.0,85.0,,0,0,15.0,1,58,1,1,,0,5.0,,,,0,0,,,Wallonia,3058.823529411765
602,Antwerp,1952.0,,Antwerp,2000,495000,1.0,APARTMENT,3.0,170.0,USA_INSTALLED,0,0,16.0,1,0,0,0,,0,3.0,5.0,271.0,,1,1408,51.2175142,4.4144011,Flanders,2911.764705882353
603,Brussels,2026.0,2.0,Brussels,1000,340000,1.0,APARTMENT,1.0,63.0,,0,0,4.0,1,0,0,1,,0,4.0,,,GAS,0,0,50.8435304,4.3458291,Brussels-Capital,5396.825396825397
604,Namur,,,Namur,5000,292575,1.0,APARTMENT,2.0,85.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3442.0588235294117
605,Gent,2025.0,4.0,East Flanders,9051,310000,1.0,GROUND_FLOOR,2.0,90.0,USA_HYPER_EQUIPPED,0,0,11.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,3444.4444444444443
606,Halle-Vilvoorde,1920.0,2.0,Flemish Brabant,1500,215000,0.0,HOUSE,2.0,100.0,SEMI_EQUIPPED,0,0,,1,0,0,0,240.0,0,2.0,4.0,390.0,GAS,0,399,50.7327268,4.2288986,Flanders,2150.0
607,Liège,,2.0,Liège,4000,278000,1.0,APARTMENT,2.0,89.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3123.5955056179773
608,Antwerp,2021.0,2.0,Antwerp,2000,1495000,1.0,DUPLEX,3.0,125.0,INSTALLED,0,0,85.0,1,0,0,0,,0,5.0,7.0,73.33,,1,1296,51.2302378,4.4093803,Flanders,11960.0
609,Brussels,2026.0,2.0,Brussels,1000,425000,1.0,GROUND_FLOOR,2.0,83.0,,0,0,20.0,1,0,0,1,,0,4.0,,,GAS,0,0,50.8435304,4.3458291,Brussels-Capital,5120.481927710844
610,Gent,2025.0,4.0,East Flanders,9051,310000,1.0,APARTMENT,2.0,81.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,3827.1604938271603
611,Namur,,,Namur,5000,293975,1.0,APARTMENT,2.0,85.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3458.529411764706
612,Halle-Vilvoorde,2005.0,2.0,Flemish Brabant,1500,430000,0.0,HOUSE,4.0,209.0,,0,0,,1,0,0,0,276.0,0,4.0,6.0,153.0,GAS,1,1192,50.7262227,4.2362755,Flanders,2057.4162679425835
613,Liège,,2.0,Liège,4000,283000,1.0,APARTMENT,2.0,89.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3179.775280898876
614,Antwerp,2014.0,2.0,Antwerp,2000,269900,1.0,APARTMENT,1.0,50.0,INSTALLED,0,0,5.0,1,0,0,0,,0,5.0,,,GAS,1,808,51.2339879,4.4112318,Flanders,5398.0
615,Gent,2025.0,4.0,East Flanders,9051,355000,1.0,GROUND_FLOOR,3.0,101.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,3514.8514851485147
616,Halle-Vilvoorde,1989.0,4.0,Flemish Brabant,1500,455000,0.0,HOUSE,3.0,197.0,,0,0,,1,0,0,0,855.0,0,3.0,2.0,547.0,GAS,1,2253,50.7231789,4.2444056,Flanders,2309.6446700507613
617,Namur,,,Namur,5000,302575,1.0,APARTMENT,2.0,89.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3399.7191011235955
618,Liège,,2.0,Liège,4000,290500,1.0,APARTMENT,2.0,89.0,,0,0,14.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3264.044943820225
619,Antwerp,,2.0,Antwerp,2000,499900,0.0,EXCEPTIONAL_PROPERTY,2.0,130.0,INSTALLED,0,0,9.0,1,0,0,0,45.0,0,4.0,3.0,466.0,GAS,1,575,51.2213999,4.403393,Flanders,3845.3846153846152
620,Gent,2025.0,4.0,East Flanders,9051,365000,1.0,APARTMENT,3.0,101.0,USA_HYPER_EQUIPPED,0,0,13.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,3613.861386138614
621,Halle-Vilvoorde,1960.0,3.0,Flemish Brabant,1500,410000,0.0,APARTMENT_BLOCK,5.0,256.0,INSTALLED,0,0,,1,0,0,0,127.0,0,3.0,2.0,506.0,GAS,1,1531,50.7379305,4.229884,Flanders,1601.5625
622,Namur,,,Namur,5000,304875,1.0,APARTMENT,2.0,85.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3586.764705882353
623,Liège,,2.0,Liège,4000,312000,1.0,APARTMENT,2.0,96.0,,0,0,18.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3250.0
624,Antwerp,1949.0,2.0,Antwerp,2000,665000,0.0,HOUSE,3.0,250.0,HYPER_EQUIPPED,0,0,,1,70,1,0,202.0,0,5.0,6.0,198.0,GAS,1,1070,51.2450352,4.4440345,Flanders,2660.0
625,Gent,2025.0,4.0,East Flanders,9051,385000,1.0,GROUND_FLOOR,3.0,104.0,USA_HYPER_EQUIPPED,0,0,26.0,1,0,0,0,,0,5.0,,,,1,0,51.0274241,3.696983,Flanders,3701.923076923077
626,Brussels,,3.0,Brussels,1000,260000,1.0,FLAT_STUDIO,0.0,40.0,,0,0,3.0,1,0,0,1,,0,,,,,0,0,50.8435304,4.3458291,Brussels-Capital,6500.0
627,Halle-Vilvoorde,1963.0,2.0,Flemish Brabant,1500,349000,0.0,HOUSE,5.0,186.0,INSTALLED,0,0,20.0,1,0,0,0,230.0,0,3.0,4.0,366.0,GAS,1,0,50.7423305,4.2332499,Flanders,1876.3440860215053
628,Namur,,,Namur,5000,310575,1.0,APARTMENT,2.0,89.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3489.6067415730336
629,Liège,,2.0,Liège,4000,317000,1.0,APARTMENT,2.0,97.0,,0,0,16.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3268.041237113402
630,Brussels,,3.0,Brussels,1000,340000,1.0,APARTMENT,1.0,63.0,,0,0,4.0,1,0,0,1,,0,,,,,0,0,50.8435304,4.3458291,Brussels-Capital,5396.825396825397
